astropy__astropy-12907	run_free	lite
astropy__astropy-14182	run_free	lite
astropy__astropy-14365	run_free	lite
astropy__astropy-14995	run_free	lite
astropy__astropy-6938	run_free	lite
astropy__astropy-7746	run_free	lite
django__django-10914	run_free	lite
django__django-10924	run_free	lite
django__django-11001	run_free	lite
django__django-11019	run_free	lite
django__django-11039	run_free	lite
django__django-11049	run_free	lite
django__django-11099	run_free	lite
django__django-11133	run_free	lite
django__django-11179	run_free	lite
django__django-11283	run_free	lite
django__django-11422	run_free	lite
django__django-11564	run_free	lite
django__django-11583	run_free	lite
django__django-11620	run_free	lite
django__django-11630	run_free	lite
django__django-11742	run_free	lite
django__django-11797	run_free	lite
django__django-11815	run_free	lite
django__django-11848	run_free	lite
django__django-11905	run_free	lite
django__django-11910	run_free	lite
django__django-11964	run_free	lite
django__django-11999	run_free	lite
django__django-12113	run_free	lite
django__django-12125	run_free	lite
django__django-12184	run_free	lite
django__django-12284	run_free	lite
django__django-12286	run_free	lite
django__django-12308	run_free	lite
django__django-12453	run_free	lite
django__django-12470	run_free	lite
django__django-12497	run_free	lite
django__django-12589	run_free	lite
django__django-12700	run_free	lite
django__django-12708	run_free	lite
django__django-12747	run_free	lite
django__django-12856	run_free	lite
django__django-12908	run_free	lite
django__django-12915	run_free	lite
django__django-12983	run_free	lite
django__django-13028	run_free	lite
django__django-13033	run_free	lite
django__django-13158	run_free	lite
django__django-13220	run_free	lite
django__django-13230	run_free	lite
django__django-13265	run_free	lite
django__django-13315	run_free	lite
django__django-13321	run_free	lite
django__django-13401	run_free	lite
django__django-13447	run_free	lite
django__django-13448	run_free	lite
django__django-13551	run_free	lite
django__django-13590	run_free	lite
django__django-13658	run_free	lite
django__django-13660	run_free	lite
django__django-13710	run_free	lite
django__django-13757	run_free	lite
django__django-13768	run_free	lite
django__django-13925	run_free	lite
django__django-13933	run_free	lite
django__django-13964	run_free	lite
django__django-14016	run_free	lite
django__django-14017	run_free	lite
django__django-14155	run_free	lite
django__django-14238	run_free	lite
django__django-14382	run_free	lite
django__django-14411	run_free	lite
django__django-14534	run_free	lite
django__django-14580	run_free	lite
django__django-14608	run_free	lite
django__django-14667	run_free	lite
django__django-14672	run_free	lite
django__django-14730	run_free	lite
django__django-14752	run_free	lite
django__django-14787	run_free	lite
django__django-14855	run_free	lite
django__django-14915	run_free	lite
django__django-14997	run_free	lite
django__django-14999	run_free	lite
django__django-15061	run_free	lite
django__django-15202	run_free	lite
django__django-15213	run_free	lite
django__django-15252	run_free	lite
django__django-15320	run_free	lite
django__django-15347	run_free	lite
django__django-15388	run_free	lite
django__django-15400	run_free	lite
django__django-15498	run_free	lite
django__django-15695	run_free	lite
django__django-15738	run_free	lite
django__django-15781	run_free	lite
django__django-15789	run_free	lite
django__django-15790	run_free	lite
django__django-15814	run_free	lite
astropy__astropy-12907	run_full	lite
astropy__astropy-14182	run_full	lite
astropy__astropy-14365	run_full	lite
astropy__astropy-14995	run_full	lite
astropy__astropy-6938	run_full	lite
astropy__astropy-7746	run_full	lite
django__django-10914	run_full	lite
django__django-10924	run_full	lite
django__django-11001	run_full	lite
django__django-11019	run_full	lite
django__django-11039	run_full	lite
django__django-11049	run_full	lite
django__django-11099	run_full	lite
django__django-11133	run_full	lite
django__django-11179	run_full	lite
django__django-11283	run_full	lite
django__django-11422	run_full	lite
django__django-11564	run_full	lite
django__django-11583	run_full	lite
django__django-11620	run_full	lite
django__django-11630	run_full	lite
django__django-11742	run_full	lite
django__django-11797	run_full	lite
django__django-11815	run_full	lite
django__django-11848	run_full	lite
django__django-11905	run_full	lite
django__django-11910	run_full	lite
django__django-11964	run_full	lite
django__django-11999	run_full	lite
django__django-12113	run_full	lite
django__django-12125	run_full	lite
django__django-12184	run_full	lite
django__django-12284	run_full	lite
django__django-12286	run_full	lite
django__django-12308	run_full	lite
django__django-12453	run_full	lite
django__django-12470	run_full	lite
django__django-12497	run_full	lite
django__django-12589	run_full	lite
django__django-12700	run_full	lite
django__django-12708	run_full	lite
django__django-12747	run_full	lite
django__django-12856	run_full	lite
django__django-12908	run_full	lite
django__django-12915	run_full	lite
django__django-12983	run_full	lite
django__django-13028	run_full	lite
django__django-13033	run_full	lite
django__django-13158	run_full	lite
django__django-13220	run_full	lite
django__django-13230	run_full	lite
django__django-13265	run_full	lite
django__django-13315	run_full	lite
django__django-13321	run_full	lite
django__django-13401	run_full	lite
django__django-13447	run_full	lite
django__django-13448	run_full	lite
django__django-13551	run_full	lite
django__django-13590	run_full	lite
django__django-13658	run_full	lite
django__django-13660	run_full	lite
django__django-13710	run_full	lite
